Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada
Córdoba,CERETÉ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,891080015,BETTY MARGARITA PATERNINA NEGRETE,DEPARTAMENTAL,SI
Córdoba,CERETÉ,ESE CAMU DEL PRADO,812002836,GUARINA JUDITH PINEDO DURANGO,MUNICIPAL,SI
Córdoba,CHIMÁ,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,812001424,CAROLINA MARIA AMARANTO ZAPATA,MUNICIPAL,SI
Córdoba,CHINÚ,ESE HOSPITAL SAN RAFAEL DE CHINU,800193912,EDGAR RAFAEL SARMIENTO ORDOSGOITIA,MUNICIPAL,SI
Córdoba,CIÉNAGA DE ORO,ESE HOSPITAL SAN FRANCISCO,800201197,ANDREA ISABEL CEBALLOS TERAN,MUNICIPAL,SI
Córdoba,COTORRA,E.S.E. CENTRO DE SALUD DE COTORRA,812003726,DIMAS DAVID SAFAR BAQUERO,MUNICIPAL,SI
Córdoba,LA APARTADA,E.S.E. C.A.M.U. LA APARTADA,812002496,AUGUSTO MIGUEL MENDOZA ABDALA,MUNICIPAL,SI
Córdoba,LORICA,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,800204153,RAUL ANTONIO HERRERA CHICO,DEPARTAMENTAL,SI
Córdoba,LORICA,ESE CAMU SANTA TERESITA,812001423,ADMA TERESA MANZUR MARTINEZ,MUNICIPAL,SI
Córdoba,LOS CÓRDOBAS,E.S.E. CAMU LOS CORDOBAS,812003996,Jose Trinidad Gonzalez Bechara,MUNICIPAL,SI
Córdoba,MOMIL,ESE camu de momil,812003817,MONICA BERENICE ANAYA PARDO,MUNICIPAL,SI
Córdoba,MONTELÍBANO,E.S.E. HOSPITAL MONTELIBANO,812000344,RUTH MARIA LOPEZ ROSARIO,MUNICIPAL,SI
Córdoba,MONTERÍA,EMPRESA SOCIAL DEL ESTADO VIDASINU,812005726,NAYIBE LUCIA JULIO SIMANCA,MUNICIPAL,SI
Córdoba,MONTERÍA,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,891079999,ISAURA MARGARITA HERNANDEZ PRETELT,DEPARTAMENTAL,SI
Córdoba,MONTERÍA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI
Córdoba,MONTERÍA,UNIVERSIDAD DE CORDOBA,891080031,ALBA MANUELA DURANGO VILLADIEGO,NACIONAL,SI
Córdoba,MOÑITOS,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,812003455,MARIA PATRICIA ROCHA OTERO,DEPARTAMENTAL,SI
Córdoba,PLANETA RICA,E.S.E. HOSPITAL SAN NICOLAS,891000736,LINA MARCELA ROMERO BENITEZ,MUNICIPAL,SI
Córdoba,PUEBLO NUEVO,ESE CAMU PUEBLO NUEVO,812001520,JORGE ADOLFO SALLEG MORALES,MUNICIPAL,SI
Córdoba,PUERTO ESCONDIDO,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,812001846,ALFREDO RAFAEL CURVELO GASCON,MUNICIPAL,SI
Córdoba,PUERTO LIBERTADOR,ESE CAMU DIVINO NIÑO,812003382,EDER JOHN SOTO CUADRADO,MUNICIPAL,SI
Córdoba,PURÍSIMA,E.S.E CAMU DE PURISIMA,812001792,MARIA JOSE HERNANDEZ ANAYA,MUNICIPAL,SI
Córdoba,SAHAGÚN,ESE CAMU SAN RAFAEL,812001579,ZIDIA MARIA YEPEZ VERGARA,MUNICIPAL,SI
Córdoba,SAHAGÚN,ESE HOSPITAL SAN JUAN DE SAHAGUN,812003851,LUIS ALBERTO MERCADO ANAYA,DEPARTAMENTAL,SI
Córdoba,SAN ANDRÉS SOTAVENTO,ESE SAN ANDRES APOSTOL,812001332,JUAN CARLOS SIBAJA ALEAN,MUNICIPAL,SI
Córdoba,SAN ANDRÉS SOTAVENTO,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,900205591,DOMITILA MARIA PESTANA ROJA,INDIGENA,SI
Córdoba,SAN ANTERO,E.S.E CAMU IRIS LÓPEZ DURAN,812002993,CAMILO ALBERTO MOSQUERA MENA,MUNICIPAL,SI
Córdoba,SAN BERNARDO DEL VIENTO,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,891000499,VIANEY JUDITH DIAZ HERNANDEZ,MUNICIPAL,SI
Córdoba,SAN PELAYO,ESE CAMU DE SAN PELAYO,812001550,SERGIO MANUEL GLORIA JALAL,MUNICIPAL,SI
Córdoba,TIERRALTA,ESE HOSPITAL SAN JOSE DE TIERRALTA,812000317,CARLOS ALBERTO IBAÑEZ TORRES,MUNICIPAL,SI
Córdoba,VALENCIA,ESE HOSPITAL SAGRADO CORAZON DE JESUS,812000300,CARLOS ENRRIQUE SEJIN VASQUEZ,MUNICIPAL,SI
Cundinamarca,AGUA DE DIOS,SANATORIO DE AGUA DE DIOS E.S.E.,890680014,ESPERANZA INES ROJAS GUTIERREZ,NACIONAL,SI
Cundinamarca,ANOLAIMA,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA,832001465,MANUEL ANTONIO FERNANDEZ AGUIRRE,DEPARTAMENTAL,SI
Cundinamarca,ARBELÁEZ,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,890680031,SONIA ROSA FLOREZ BELLO,MUNICIPAL,SI
Cundinamarca,CAJICÁ,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,832002436,ASTRID YUBELI RODRIGUEZ PRIETO,MUNICIPAL,SI
Cundinamarca,CAJICÁ,Universidad Militar Nueva Granada,800225340,HUGO RODRIGUEZ DURAN,NACIONAL,SI
Cundinamarca,CAQUEZA,E.S.E. HOSPITAL SAN RAFAEL DE CAQUEZA,832001411,VIVIANA MARCELA CLAVIJO,DEPARTAMENTAL,SI
Cundinamarca,CARMEN DE CARUPA,ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA,899999161,LUIS ALFREDO NIÑO BENITEZ,DEPARTAMENTAL,SI
Cundinamarca,CHÍA,E.S.E. HOSPITAL SAN ANTONIO CHIA,899999156,ROSEMBERG RINCÓN RÚA,DEPARTAMENTAL,SI
Cundinamarca,CHOCONTÁ,E.S.E. HOSPITAL SAN MARTIN DE PORRES DE CHOCONTA,860024766,LEIDY JULIET SUAREZ FERNANDEZ,DEPARTAMENTAL,SI
Cundinamarca,CUCUNUBÁ,E.S.E. CENTRO DE SALUD CUCUNUBA,832010240,ANGELA MARIA DEL PILAR GOMEZ VARGAS,MUNICIPAL,SI
Cundinamarca,EL COLEGIO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,860020094,MARTHA INES BAUTISTA JUNCA,DEPARTAMENTAL,SI
Cundinamarca,EL PEÑÓN,EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS,900129296,SANDRA BIBIANA IOANNA PLATA GARCIA,MUNICIPAL,SI
Cundinamarca,FACATATIVÁ,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,899999151,LUIS ALBERTO GARCIA CHAVEZ,DEPARTAMENTAL,SI
Cundinamarca,FOMEQUE,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,800174375,RAFAEL HUMBERTO TORRES ESPEJO,DEPARTAMENTAL,SI
Cundinamarca,FOSCA,CENTRO DE SALUD DE FOSCA E.S.E.,832007272,JULIETH SANCHEZ JIMENEZ,MUNICIPAL,SI
Cundinamarca,FUNZA,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,900750333,JULIA ISABEL MUELLE PLAZAS,DEPARTAMENTAL,SI
Cundinamarca,FUSAGASUGÁ,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,890680025,JOHN EDWARD CASTILLO MARTINEZ,DEPARTAMENTAL,SI
Cundinamarca,GACHETÁ,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,899999163,EDGAR SILVIO SANCHEZ VILLEGAS,DEPARTAMENTAL,SI
Cundinamarca,GUACHETÁ,ESE HOSPITAL SAN JOSE DE GUACHETA,800204497,JOHANNA MAXILY CAICEDO VASQUEZ,DEPARTAMENTAL,SI
Cundinamarca,GUADUAS,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,860020283,NOHRA AMPARO CORTES AVILA,DEPARTAMENTAL,SI
Cundinamarca,GUATAVITA,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,860035447,MIGUEL ANGEL LOZANO VERA,DEPARTAMENTAL,SI
Cundinamarca,JUNÍN,E.S.E POLICLINICO DE JUNIN,900000427,JUAN CARLOS BELTRAN BELTRAN,MUNICIPAL,SI
Cundinamarca,LA MESA,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,890680027,JOSE WILLY CASTAÑEDA PEDRAZA,DEPARTAMENTAL,SI
Cundinamarca,LA MESA,fundacion facilitamos vida,900820690,luz marina contreras ariza,DEPARTAMENTAL,SI
Cundinamarca,LA PALMA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,899999165,OSCAR ALBERTO SANCHEZ MUÑOZ,DEPARTAMENTAL,SI
Cundinamarca,LA VEGA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,900807482,HERNANDO DURAN CASTRO,DEPARTAMENTAL,SI
Cundinamarca,MADRID,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,860009555,JORGE ANDRES LOPEZ QUINTERO,DEPARTAMENTAL,SI
Cundinamarca,MEDINA,E.S.E. HOSPITAL NUESTRA SEÑORA DEL PILAR DE MEDINA,892001990,DIEGO ANTONIO RUBIO BOHORQUEZ,DEPARTAMENTAL,SI
Cundinamarca,MOSQUERA,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,832010436,CLAUDIA EUNICE YAZO CASTAÑEDA,MUNICIPAL,SI
Cundinamarca,NEMOCÓN,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,860024026,OSCAR LEONARDO MARTINEZ PARRA,DEPARTAMENTAL,SI
Cundinamarca,NIMAIMA,E.S.E. CENTRO DE SALUD SAN JOSE DE NIMAIMA,832009187,DERLY LICETH MURCIA GUANA,MUNICIPAL,SI
Cundinamarca,PACHO,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,800099860,BLANCA ENEIDA RUSSI QUIROGA,DEPARTAMENTAL,SI
Cundinamarca,PUERTO SALGAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,860024030,ROGER MADARIAGA ARAUJO,DEPARTAMENTAL,SI
Cundinamarca,RICAURTE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,900058218,ELVIA FLORANCY ROJAS SANCHEZ,MUNICIPAL,SI
Cundinamarca,SAN ANTONIO DEL TEQUENDAMA,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA,900036553,ELVER FABIAN NOPE FORERO,MUNICIPAL,SI
Cundinamarca,SAN FRANCISCO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,900283194,JAIME ALBERTO VITALIANO ALBA PARDO,MUNICIPAL,SI
Cundinamarca,SAN JUAN DE RÍO SECO,E.S.E. HOSPITAL SAN VICENTE DE PAUL,860023999,RAFAEL HUMBERTO TORRES ESPEJO,DEPARTAMENTAL,SI
Cundinamarca,SASAIMA,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,832000029,RIGOBERTO OSUNA GARCIA,DEPARTAMENTAL,SI
Cundinamarca,SESQUILÉ,ESE HOSPITAL SAN ANTONIO,899999158,SONIA PIEDAD MONTERO DIAZ,DEPARTAMENTAL,SI
Cundinamarca,SIBATÉ,BENEFICENCIA DE CUNDINAMARCA,899999072,YESID ORLANDO DIAZ GARZÓN,DEPARTAMENTAL,SI
Cundinamarca,SILVANIA,HOSPITAL ISMAEL SILVA E.S.E.,808003500,JUAN MANUEL TOVAR BRAVO,MUNICIPAL,SI
Cundinamarca,SOACHA,E.S.E. HOSPITAL MARIO GAITAN YANGUAS DE SOACHA,800006850,LUIS EFRAÌN FERNÀNDEZ OTÀLORA,DEPARTAMENTAL,SI
Cundinamarca,SOACHA,EMPRESA DE SALUD - EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE SOACHA,832001794,JOSE RICARDO SALINAS TORRES,MUNICIPAL,SI
Cundinamarca,SOPÓ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO,860023878,ANTONIO VICTORINO CRUZ ARAGUNDI,DEPARTAMENTAL,SI
Cundinamarca,SUESCA,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,832011441,LUZ MARINA MANRIQUE DIAZ,MUNICIPAL,SI
Cundinamarca,TABIO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,899999164,GUILLERMO ALBERTO LEON GARCIA,DEPARTAMENTAL,SI
Cundinamarca,TAUSA,E.S.E. CENTRO DE SALUD DE TAUSA,832008321,DIANA LYDA PEÑALOSA BONILLA,MUNICIPAL,SI
Cundinamarca,TENJO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,860037592,SANDRA JANNETHE RODRIGUEZ MARTINEZ,DEPARTAMENTAL,SI
Cundinamarca,TOCAIMA,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,890680033,CARLOS ANDRES PRADA ALVAREZ,DEPARTAMENTAL,SI
Cundinamarca,UNE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,900147959,SONIA MERCEDES DEL PILAR CRIOLLO ALEJO,MUNICIPAL,SI
Cundinamarca,VERGARA,E.S.E. HOSPITAL SANTA BARBARA DE VERGARA,899999150,MARIA DEL PILAR beltran PEÑUELA,DEPARTAMENTAL,SI
Cundinamarca,VIANÍ,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,900094475,LILIAN ROCIO CASTIBLANCO PAEZ,MUNICIPAL,SI
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,899999147,ISABEL ROCIO GARZON FORERO,DEPARTAMENTAL,SI
Cundinamarca,VILLETA,E.S.E. HOSPITAL SALAZAR VILLETA,860015929,AIXA JOVANA CIFUENTES BELTRAN,DEPARTAMENTAL,SI
Cundinamarca,VIOTÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,890680032,Jeniffer Tatiana Cardozo Gamboa,MUNICIPAL,SI
Cundinamarca,ZIPAQUIRÁ,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,JAVIER FERNANDO MANCERA GARCIA,DEPARTAMENTAL,SI
Guaviare,SAN JOSÉ DEL GUAVIARE,EMPRESA SOCIAL DEL ESTADO RED DE SERVICIOS DE SALUD DE PRIMER NIVEL,822006051,PASTORA CANCINO ZAPATA,DEPARTAMENTAL,SI
Guaviare,SAN JOSÉ DEL GUAVIARE,ESE HOSPITAL SAN JOSE DEL GUAVIARE,832001966,YANIRA DEL PILAR SIERRA SALGADO,DEPARTAMENTAL,SI
Huila,ACEVEDO,EMPRESA SOCIAL DEL ESTADO SAN FRANCISCO JAVIER,813002497,MARCO AURELIO PUENTES QUESADA,MUNICIPAL,SI
Huila,AGRADO,ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO,891180147,LUZ ADRIANA LOSADA PEÑA,MUNICIPAL,SI
Huila,AIPE,ESE HOSPITAL SAN CARLOS,891180238,JORGE ALONSO CHARRY COVALEDA,MUNICIPAL,SI
Huila,ALGECIRAS,EMPRESA SOCIAL DEL ESTADO HOSPITAL MUNICIPAL DE ALGECIRAS,813001653,Jose Alexander Moreno Cordoba,MUNICIPAL,SI
Huila,BARAYA,ESE HOSPITAL TULIA DURAN DE BORRERO,891180159,DIANA MARCELA OROZCO MEÑACA,MUNICIPAL,SI
Huila,CAMPOALEGRE,ESE HOSPITAL DEL ROSARIO,891180039,ANDERSSON ZABALA TOLEDO,MUNICIPAL,SI
Huila,COLOMBIA,EMPRESA SOCIAL DEL ESTADO ANA SILVIA MALDONADO JIMENEZ,813011706,DEYANIRA VARGAS HERRERA,MUNICIPAL,SI
Huila,ELÍAS,HOSPITAL MUNICIPAL SAN FRANCISCO DE ASIS DE ELIAS EMPRESA SOCIAL DEL ESTADO E.S.E.,813011502,YULY PAOLA GONZALEZ DUQUE,MUNICIPAL,SI
Huila,GARZÓN,E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL DE GARZON,891180026,NESTOR JHALYL MONROY ATIA,DEPARTAMENTAL,SI
Huila,GARZÓN,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,813002940,KARINA DEL PILAR TOLOSA ESCOBAR,MUNICIPAL,SI
Huila,GIGANTE,ESE HOSPITAL SAN ANTONIO,891180065,JORGE HUMBERTO GONZALEZ BAHAMON,MUNICIPAL,SI
Huila,GUADALUPE,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,813007875,SAUL MONTERO GARCIA,MUNICIPAL,SI
Huila,HOBO,ESE HOSPITAL LOCAL MUNICIPAL,813011515,GINNA PAOLA FRANCO PARRA,MUNICIPAL,SI
Huila,IQUIRA,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,891103968,MAYRA ALEJANDRA DIAZ PERDOMO,MUNICIPAL,SI
Huila,ISNOS,ESE HOSPITAL SAN JOSE DE ISNOS,813010996,RUTH MILDRED PUENTES MONTENEGRO,MUNICIPAL,SI
Huila,LA ARGENTINA,ESE JUAN RAMON NUÑEZ PALACIOS,813010966,LEIDY ANDREA ORTIGOZA JAVELA,MUNICIPAL,SI
Huila,LA PLATA,ASOCIACION DE AUTORIDADES TRADICIONALES DEL CONSEJO REGIONAL INDIGENA DEL HUILA - CRIHU,813013679,MARIO MESA CHINDICUE,DEPARTAMENTAL,SI
Huila,LA PLATA,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,813002872,LUIS ALBERTO GRANADOS ARENAS,MUNICIPAL,SI
Huila,LA PLATA,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA,891180117,JAVIER MAURICIO BAHAMON SALAS,DEPARTAMENTAL,SI
Huila,NÁTAGA,ESE HOSPITAL LUIS ANTONIO MOJICA,813011465,AURA STELLA MEDINA TRUJILLO,MUNICIPAL,SI
Huila,NEIVA,DEFENSA CIVIL COLOMBIANA SECCIONAL HUILA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI
Huila,NEIVA,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,891180268,JESUS ANTONIO CASTRO VARGAS,DEPARTAMENTAL,SI
Huila,NEIVA,ESE CARMEN EMILIA OSPINA,813005265,ERIKA PAOLA LOSADA CARDOZA,MUNICIPAL,SI
Huila,NEIVA,UNIDAD ADMINISTRATIVA DE AERONAUTICA CIVIL,899999059,GUSTAVO ALBERTO LENIS STEFFENS,NACIONAL,SI
Huila,OPORAPA,ESE MUNICIPAL DAVID MOLINA MUÑOZ,813012946,ORIANA SOFIA PEÑA MAZABEL,MUNICIPAL,SI
Huila,PAICOL,ESE Santa Rosa de Lima de Paicol,813011027,YENID TRUJILLO TRUJILLO,MUNICIPAL,SI
Huila,PALERMO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,891180091,SARA ALEXANDRA YAGUAR JIMENEZ,MUNICIPAL,SI
Huila,PALESTINA,EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA,813011505,MARTHA ROCIO TORRES CUBILLOS,MUNICIPAL,SI
Huila,PITAL,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JUAN DE DIOS,813006877,ROLDAN MONTEALEGRE CARDENAS,MUNICIPAL,SI
Huila,PITALITO,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR E.S.E.,813005295,SERGIO MAURICIO ZUÑIGA RAMIREZ,MUNICIPAL,SI
Huila,PITALITO,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,891180134,DIANA VICTORIA MUÑOZ MUÑOZ,DEPARTAMENTAL,SI
Huila,RIVERA,ESE HOSPITAL DIVINO NIÑO,813002933,TANIA PATRICIA TRUJILLO MOSQUERA,MUNICIPAL,SI
Huila,SALADOBLANCO,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DE SALADOBLANCO,813012833,MARTHA YINET VARGAS ROJAS,MUNICIPAL,SI
Huila,SAN AGUSTÍN,ESE HOSPITAL ARSENIO REPIZO VANEGAS,891180113,INGRID JOHANNA ORTIZ LEDEZMA,MUNICIPAL,SI
Huila,SANTA MARÍA,ESE Nuestra Señora del Carmen,813010024,DIEGO FERNANDO ANDRADE SANTOFIMIO,MUNICIPAL,SI
Huila,SUAZA,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,891180190,ENEYDA ORTIZ RAMIREZ,MUNICIPAL,SI
Huila,TARQUI,E.S.E HOSPITAL SAN ANTONIO DE TARQUI,891180232,MARIA NELFFY RINCON MENDEZ,MUNICIPAL,SI
Huila,TELLO,ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ DE TELLO,813004018,MONICA SANCHEZ FALLA,MUNICIPAL,SI
Huila,TERUEL,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,813010472,CHRISTIAN ALEXIS JIMENEZ RAMIREZ,MUNICIPAL,SI
Huila,TESALIA,ESE HOSPITAL SANTA TERESA,891103889,VICENTE LÓPEZ PINZÓN,MUNICIPAL,SI
Huila,TIMANÁ,ESE HOSPITAL MUNICIPAL SAN ANTONIO,891180198,DUAYEN MARLEIVY CORTES CUELLAR,MUNICIPAL,SI
Huila,VILLAVIEJA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEL PERPETUO SOCORRO,813011566,DIANA PATRICIA MORENO PRECIADO,MUNICIPAL,SI
Huila,YAGUARÁ,ESE CENTRO DE SALUD LAURA PERDOMO DE GARCIA,813003431,MARIA DE LOS ANGELES VILLEGAS MEJIA,MUNICIPAL,SI
La Guajira,ALBANIA,ESE HOSPITAL SAN RAFAEL DE ALBANIA,825002525,WILLIAM ENRIQUE URBINA BOLAÑOS,MUNICIPAL,SI
La Guajira,BARRANCAS,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,800101022,CLAUDIA ESTELA BOLIVAR SOTO,MUNICIPAL,SI
La Guajira,DIBULLA,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,825001037,EDGAR RENETT MOSCOTE LEVETTE,MUNICIPAL,SI
La Guajira,DIBULLA,GONAWINDUA ETTE ENNAKA IPS INDIGENA,819003539,ALFONSO TORRES VILLAFAÑE,INDIGENA,SI
La Guajira,DISTRACCIÓN,ESE HOSPITAL SANTA RITA DE CASSIA,825000834,NILZA ROSA CHINCHIA GONZALEZ,MUNICIPAL,SI
La Guajira,EL MOLINO,ESE HOSPITAL SAN LUCAS,825000140,YURIZAN YOHANA BARLIZA GOMEZ,MUNICIPAL,SI
La Guajira,FONSECA,ESE HOSPITAL SAN AGUSTIN DE FONSECA,892170002,LIRIA ROCIO GARCIA PEÑARANDA,MUNICIPAL,SI
La Guajira,HATONUEVO,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,825000620,LUIS ALFONSO RODRIGUEZ ANDRIOLY,MUNICIPAL,SI
La Guajira,LA JAGUA DEL PILAR,HOSPITAL DONALDO SAUL MORON MANJARREZ,825001119,AURORA FELICIA BRUZON DEL PRADO,MUNICIPAL,SI
La Guajira,MAICAO,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,839000145,ROSA LINDA AGUILAR ARAGON,INDIGENA,SI
La Guajira,MAICAO,E.S.E. HOSPITAL SAN JOSE DE MAICAO,892120115,ALEXANDRA MILDRET LOPEZ PEREZ,DEPARTAMENTAL,SI
La Guajira,MAICAO,ERREJERIA WAYUU I.PS.I.,839000936,ORANGEL RAMIREZ,INDIGENA,SI
La Guajira,MAICAO,IPS INDIGENA SUMUYWAJAT,839000794,EGAR PAZ OSPINO,INDIGENA,SI
La Guajira,MAICAO,IPSI AYUULEEPALA WAYUU,900210003,ORIANA TEOTISTE ZAMBRANO MONTOYA,INDIGENA,SI
La Guajira,MAICAO,IPSI CASA INDIGENA MARCELO RAMIREZ,839000214,RAFAEL AUGUSTO RAMIREZ RAMIREZ,INDIGENA,SI
La Guajira,MAICAO,IPSI KARAQUITA,900141404,MARIA CONCEPCIÓN PANA ANDRIOLY,INDIGENA,SI
La Guajira,MAICAO,IPSI SUPULA WAYUU,825003149,EDGAR JOSE MEZA BARLIZA,INDIGENA,SI
La Guajira,MAICAO,IPSI WAYUU ANASHII,900144397,GERMAN SEGUNDO BARROS MARTINEZ,INDIGENA,SI
La Guajira,MAICAO,ipsi wayuu talatshi,900486723,SORAIDA POLANCO,INDIGENA,SI
La Guajira,MANAURE,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,825000147,Jeimmy Yamel Duran Mejia,MUNICIPAL,SI
La Guajira,MANAURE,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,900016853,Sixto Aguliar Meza,INDIGENA,SI
La Guajira,RIOHACHA,ANASHIWAYA IPSI,900177624,YAMILITZA REMEDIOS MENDOZA BRITO,INDIGENA,SI
La Guajira,RIOHACHA,ANASU AINWA IPS-I,900203322,ONORIS JOSEFINA QUINTERO BRITO,INDIGENA,SI
La Guajira,RIOHACHA,ASUKULAA ANAA IPSI,900600466,Aiskel Adalinda Escudero Gonzalez,INDIGENA,SI
La Guajira,RIOHACHA,CIDSALUD IPSI,900170300,CARLOS ANDRES OROZCO CUELLO,INDIGENA,SI
La Guajira,RIOHACHA,Defensa Civil Colombiana,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI
La Guajira,RIOHACHA,Empresa social del estado hospital nuestra señora de los remedios,892115009,FLOR ELVIRA GARCIA PEÑARANDA,DEPARTAMENTAL,SI
La Guajira,RIOHACHA,EZEQ - SALUD IPSI,900144134,BETTY GELTRUDIS MEJIA GUERRA,INDIGENA,SI
La Guajira,RIOHACHA,I.P.S.I. A>INMAJAA WAYUU,900690590,JUANA LUCILA CORDERO MOSCOTE,INDIGENA,SI
La Guajira,RIOHACHA,I.P.S.I. ANENU-JIA,900592962,ROSA REMEDIOS VALDEBLANQUEZ CORDERO,INDIGENA,SI
La Guajira,RIOHACHA,I.P.S.I. WALE KERU,900589110,JUDITH DEL CARMEN ROJAS IPUANA,INDIGENA,SI
La Guajira,RIOHACHA,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,900679383,INGRID AMAYA URIANA,INDIGENA,SI
La Guajira,RIOHACHA,IPS INDIGENA KOTTUSHI SAO ANA>A,900794134,JUAN BAUTISTA PALMEZANO GOMEZ,INDIGENA,SI
