Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada,Nivel,Direccion,Telefono,Email,Encargado,Email Encargado,Cargo Encargado
Risaralda,PEREIRA,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,816005003,ALBERT CRISTIAN HERRERA GIRALDO,MUNICIPAL,SI,1,CRA 7 CON CALLE 40,096 3116733,correoese@saludpereira.gov.co,,,
Risaralda,PEREIRA,ESE HOSPITAL MENTAL UNIVERSITARIO DE RISARALDA,891412134,ZACARIAS MOSQUERA LARA,DEPARTAMENTAL,SI,2,KILÓMETRO 5 VÍA CERRITOS,363373444,pereira.mental@risaralda.gov.co,,,
Risaralda,PEREIRA,GOBERNACIÓN DE RISARALDA,891480085,SIGIFREDO SALAZAR OSORIO,DEPARTAMENTAL,SI,1,CALLE 19 No: 13-17,3398300 EXT 264,diego.abad@risaralda.gov.co,,,
Risaralda,PEREIRA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,CRA 8 No. 26-79,3261666,cdelapava@sena.edu.co,,,
Risaralda,PEREIRA,UNIVERSIDAD TECNOLOGICA DE PEREIRA,891480035,LUIS FERNANDO GAVIRIA TRUJILLO,NACIONAL,SI,1,Vereda La Julita,(6) 3137100,saludintegral@utp.edu.co,,,
Risaralda,PUEBLO RICO,ESE HOSPITAL SAN RAFAEL,891409025,MARIA EUGENIA LEAL VELASQUEZ,MUNICIPAL,SI,1,Kra. 5 Calle 4a Esquina,(096) 3663235,pueblorico.sanrafael@risaralda.gov.co,,,
Risaralda,QUINCHÍA,E.S.E. Hospital Nazareth de Quinchía,891401308,CARLOS ALBERTO CALVO MEJIA,MUNICIPAL,SI,1,Carrera 9 No. 1-90,096-3563145,quinchia.nazareth@risaralda.gov.co,,,
Risaralda,SANTA ROSA DE CABAL,E.S.E. HOSPITAL SAN VICENTE DE PAUL,891480036,GABRIEL ANTONIO GRISALES GIRALDO,MUNICIPAL,SI,1,Carrera 14 Calles 29 y 30,363658888,"calidad@hospisantarosadecabal.gov.co;
secretaria@hospisantarosadecabal.gov.co",,,
Risaralda,SANTUARIO,E.S.E. HOSPITAL SAN VICENTE D PAUL,891401777,AYDEE OSORIO GALINDO,MUNICIPAL,SI,1,Calle 4 6-17,0-63687192,hospital.santuario@risaralda.gov.co,,,
San Andrés y Providencia,SAN ANDRÉS,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,AV.FRANCISCO NEWBALL,5121752,ejaypang@sena.edu.co,,,
Santander,AGUADA,E.S.E CENTRO DE SALUD HERMANA GERTRUDIS,804015154,DIANA CONSUELO BENAVIDES CEPEDA,MUNICIPAL,SI,1,calle 2 No 4-03,3153328430,diacon31@gmail.com,,,
Santander,ALBANIA,ESE BLANCA ALICIA HERNANDEZ,804009658,ADRIANA OTALVARO HERNANDEZ,MUNICIPAL,SI,1,CALLE 3 No 2-17,(8) 7265661,esealbaniasantander@gmail.com,,,
Santander,ARATOCA,E.S.E. HOSPITAL JUAN PABLO II ARATOCA,800193904,INGRID PAOLA DIAZ POSADA,MUNICIPAL,SI,1,AVENIDA EL RAMAL,7266514,hospiaratoca@yahoo.es,,,
Santander,BARBOSA,ESE HOSPITAL INTEGRADO SAN BERNARDO,890205456,ALEJANDRA MARIA MONTEALEGRE MONTERO,MUNICIPAL,SI,1,CARRERA 9 No 15-54,977486100,esehospitalbarbosa@gmail.com,,,
Santander,BARICHARA,ESE HOSPITAL SAN JUAN DE DIOS,890202002,EDY JOHANA FORERO CASTELLANOS,MUNICIPAL,SI,1,Carrera 2 N 3 - 90,97267133,,,,
Santander,BARRANCABERMEJA,EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJA,829001846,ERNESTO VERA RUEDA,MUNICIPAL,SI,1,CALLE 47 No 22-49 BARRIO INSCREDIAL,6030005,gerencia@esebarrancabermeja.com,,,
Santander,BARRANCABERMEJA,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DEL MAGDALENA MEDIO,900136865,ARMANDO ADOLFO SEGURA EVAN,DEPARTAMENTAL,SI,2,CARRERA 17 No 57-119,6010105,secgerencia@esehospitalrmm.gov.co,,,
Santander,BETULIA,ESE Hospital San Juan de Dios de Betulia,800212070,LIZETH TATIANA MARTINEZ MORENO,MUNICIPAL,SI,1,CALLE 11 CARRERA 6 ESQUINA,6259337 - 6259227,hospitalbetulia@gmail.com,,,
Santander,BOLÍVAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,804003072,OLGA LETICIA MEDINA REMOLINA,MUNICIPAL,SI,1,CARRERA 3 N. 3-194,7569019,hlocalbolivar@yahoo.es,,,
Santander,BUCARAMANGA,Centro Vida Alvarez,890201222,LUIS FRANCISCO BOHORQUEZ PEDRAZA,MUNICIPAL,SI,1,CRA 40# 32A-17,6325919,luzhtorres@hotmail.com,,,
Santander,BUCARAMANGA,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI,1,CALLE 53 Nº 17C-11,6428434,dcciudadbonita@gmail.com,,,
Santander,BUCARAMANGA,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO,890200500,AURA ISABEL OROZCO VEGA,DEPARTAMENTAL,SI,2,CALLE 45 No 7 - 04,6302222,gerencia@hospitalsancamilo.gov.co,,,
Santander,BUCARAMANGA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,EDGAR JULIÁN NIÑO CARRILLO,DEPARTAMENTAL,SI,3,CARRERA 33 # 28 - 126,6346110,gerencia@hus.gov.co,,,
Santander,BUCARAMANGA,Empresa Social del Estado Instituto de Salud de Bucaramanga,800084206,JUAN EDUARDO DURÁN DURÁN,MUNICIPAL,SI,1,Carrera 9 Calle 12 Norte,6405757,gerencia@isabu.gov.co,,,
Santander,BUCARAMANGA,instituto de problemas de aprendizaje I.P.A.,890207201,ESPERANZA VERA ARIAS,MUNICIPAL,SI,1,Calle 64 # 10-40,6445840,instituto.ipa@hotmail.com,,,
Santander,BUCARAMANGA,SECCION SERVICIOS INTEGRALES DE SALUD Y DESARROLLO PSICOSOCIAL DE BIENESTAR UNIVERSITARIO UIS,890201213,HERNAN PORRAS DIAZ,DEPARTAMENTAL,SI,1,CRA 27 CLL 9 CAMPUS UIS,6345466,sisalud@uis.edu.co,,,
Santander,BUCARAMANGA,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,DEPARTAMENTAL,SI,1,CALLE 16 Nº 27-37,6800600,cadiaz@sena.edu.co,,,
Santander,CABRERA,ESE CENTRO DE SALUD SAN PEDRO DE CABRERA,804014637,BELSY MALENA REGALADO BADILLO,MUNICIPAL,SI,1,Calle 8 # 7 - 35,3102951446-3112743047,esesanpedrocabrera@hotmail.com,,,
Santander,CALIFORNIA,ESE HOSPITAL SAN ANTONIO DE CALIFORNIA,804011439,YASMIN YAJAIRA NOBLES USEQUE,MUNICIPAL,SI,1,CASCO URBANO,6298260,gerencia-hospitalsanantonio@hotmail.com,,,
Santander,CAPITANEJO,ESE HOSPITAL SAN BARTOLOME DEL MUNICIPIO DE CAPITANEJO,800194328,SONIA CASTELLANOS CASTRO,MUNICIPAL,SI,1,CARRERA 4 1 05,9766600382,hospitalbartolome@hotmail.com,,,
Santander,CEPITÁ,Empresa Social del Estado Cepita,804015655,LUZ KAROL MARTINEZ DIAZ,MUNICIPAL,SI,1,Calle 3 Nº 5 - 60,3118986984,esecepita@yahoo.es,,,
Santander,CERRITO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO CERRITO,804013228,EDNA MARGARITA VERA JURADO,MUNICIPAL,SI,1,CALLE 6 N° 5-30,6602025 - 6602241,ese.hospitalcerrito@hotmail.com,,,
Santander,CHARALÁ,ESE. HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,900192428,NELCY ROSIO VEGA ALBINO,DEPARTAMENTAL,SI,1,CARRERA 11 N. 25-291,7258806,eseluiscarlosgalancharala@yahoo.es,,,
Santander,CHARTA,E.S.E UCATA,804009386,ELKIN MAURICIO BARRIOS CASTILLO,DEPARTAMENTAL,SI,1,CALLE 1 Nº 2-88,6069531,CENTRODESALUDCHARTA@HOTMAIL.COM,,,
Santander,CHIMA,ESE HOSPITAL SAN ROQUE DE CHIMA,890204581,AURA MERCEDES ALMEYDA ZANGUÑA,DEPARTAMENTAL,SI,1,CL 6 No.3-66,7197258,esehospitalchima@yahoo.es,,,
Santander,CHIPATÁ,ESE DIVINO NIÑO JESUS,804016288,YAQUELINE ARIZA PARDO,MUNICIPAL,SI,1,CL 3 No. 6 - 20,3123357859,cesal68179@yahoo.es,,,
Santander,CHIPATÁ,UNIDAD ADMINISTRATIVA ESPECIAL CENTRO VIDA RENACER DEL MUNICIPIO DE CHIPATA - SANTANDER,900728067,GENNY AMPARO CARREÑO ROBAYO,MUNICIPAL,SI,1,CRA 6 No. 3 - 17,3143106246,cvida-chipata@hotmail.com,,,
Santander,CIMITARRA,E.S.E HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,890204895,JANETH ARGUELLO FIGUEROA,MUNICIPAL,SI,1,KM 1 VIA PUERTO BERRIO,6260330,esehospitalcimitarra@gmail.com,,,
Santander,CONCEPCIÓN,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,890203551,FABIAN OSWALDO ROJAS PEDRAZA,MUNICIPAL,SI,1,KR 2 No. 5 - 14/22,6603220,hosrafa@yahoo.com.co,,,
Santander,CONFINES,ESE CENTRO DE SALUD SAN CAYETANO,804012398,MARIA PATRICIA FIGUEREDO MACIAS,MUNICIPAL,SI,1,CL 4 N 4 - 75 BARRIO CRISTO REY,(7) 7248743,ipsconfines@hotmail.com,,,
Santander,CONTRATACIÓN,SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO,890205335,MIGUEL ANGEL JIMENEZ ESCOBAR,NACIONAL,SI,1,Carrera 3 No. 2-72,7171100-7171110-7171200,gerencia@sanatoriocontratacion.gov.co,,,
Santander,COROMORO,Empresa Social del Estado Coromoro,804008515,CARLOS AUGUSTO QUINTERO ARDILA,MUNICIPAL,SI,1,CL 3 CR 6,3115136728,hcoromoro@yahoo.es,,,
Santander,CURITÍ,E.S.E HOSPITAL INTEGRADO SAN ROQUE,890202066,EDILMA RODRIGUEZ VILLAR,MUNICIPAL,SI,1,CALLE 7 No. 4-61,7187418,hospitalcuriti01@gmail.com,,,
Santander,EL CARMEN DE CHUCURÍ,E.S.E. HOSPITAL EL CARMEN,804016365,MARTHA CECILIA CALA CALA,MUNICIPAL,SI,1,CARERA 3ª Nº 8-15,3124502973-3124502967,ipselcarmen_santander@yahoo.com,,,
Santander,EL GUACAMAYO,ESE CENTRO DE SALUD JUAN SOLERI,804007611,JENNY PAOLA MEDINA VELASQUEZ,MUNICIPAL,SI,1,CALLE 6 No 3- 13,3138501609,esejusoleri06@hotmail.com,,,
Santander,EL PEÑÓN,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EL PEÑON,900000615,OMAIRA LIZETH CAMACHO OSMA,MUNICIPAL,SI,1,SECTOR ONCE DE MARZO,3107998056,esepenonsantander@hotmail.com,,,
Santander,EL PLAYÓN,E.S.E. HOSPITAL SANTO DOMINGO SAVIO,804005555,ROSA NATALIA CORREA GUEVARA,MUNICIPAL,SI,1,Carrera 5 Nº 13-34,0976 292004,esesantodomingosavio@gmail.com,,,
Santander,ENCINO,E.S.E CENTRO DE SALUD ENCINO,804015007,CARLOS IVAN GELVEZ LIZARAZO,MUNICIPAL,SI,1,CRA 4 Nº5-65,3213722951 - 3213725301,eseencino@gmail.com,,,
Santander,ENCISO,ESE HOSPITAL DE ENCISO,804017570,NOHORA LYCETH IBAÑEZ LOPEZ,MUNICIPAL,SI,1,CRA 5 # 4-56,6633012,esehospitaldeenciso@gmail.com,,,
Santander,FLORIÁN,EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FLORIAN,804008698,YENNY PAOLA PEÑA FANDIÑO,MUNICIPAL,SI,1,CALLE 4 No. 3-06,3114753347,hospitalfloriansantander@hotmail.com,,,
Santander,FLORIDABLANCA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,890202024,NATALIA SOFIA OJEDA ORTIZ,DEPARTAMENTAL,SI,2,KR 8 No 3-30,6481866,esehospitalflorida@gmail.com,,,
Santander,FLORIDABLANCA,ESE CLINICA GUANE Y SU RED INTEGRAL DE SALUD,804006936,LIZ ALIETH MATEUS SANTAMARIA,MUNICIPAL,SI,1,Calle 4 # 7 - 01,6487450,guanehabilitacion@gmail.com,,,
Santander,GALÁN,ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,890201933,OLGA LUCIA CALA CALA,MUNICIPAL,SI,1,CARRERA 9 No 6 - 53,7219321,hospitalgalan@hotmail.com,,,
Santander,GIRÓN,Clínica Giron ESE,890203242,WILLIAM MANTILLA SERRANO,MUNICIPAL,SI,1,CALLE 33 No 25-36,6531312,gerencia@clinicagiron.gov.co,,,
Santander,GUACA,ASOCIACION CENTRO DE EBIENESTAR DEL ADULTO MAYOR Y CENTRO VIDA NUESTRA SEÑORA DEL SOCORRO DE GUACA,900603200,ARACELY ALVARADO BAUTISTA,MUNICIPAL,SI,1,CALLE 5 N° 6 85,3212494934,alcaldia@guaca-santander.gov.co,,,
Santander,GUACA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,890205627,MARINELLA ESTUPIÑAN RINCON,MUNICIPAL,SI,1,CALLE 6 Nº 6 - 07,6632589,esehospitalguaca@gmail.com,,,
Santander,GUADALUPE,ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,900186802,VICTOR PASTOR RIOS GOMEZ,DEPARTAMENTAL,SI,1,CARRERA 3 n. 1-26,7180024,eseguadalupe@hotmail.com,,,
Santander,GUAPOTÁ,ESE SAN CAYETANO DE GUAPOTA,804007868,YESSICA TATIANA ARENAS DIAZ,MUNICIPAL,SI,1,CALLE 2 No. 1 - 55,7296207,ESESANCAYETANO@HOTMAIL.COM,,,
Santander,GUAVATÁ,ESE SAN JOSE DE GUAVATA,804010394,SINDY MILENA CUJAR MARTINEZ,MUNICIPAL,SI,1,CARRERA 3 N 2-62,7507003,gerencia@esesanjosedeguavata.gov.co,,,
Santander,GÜEPSA,E.S.E. CENTRO DE SALUD SAN ROQUE,804015164,HENRY GOMEZ PEREZ,MUNICIPAL,SI,1,CALLE 3 No. 5-83,7583016,esesanroqueg@gmail.com,,,
Santander,LA BELLEZA,Empresa Social Del Estado Hospital San Martin,804008770,JOSE LUIS MEDINA ROMERO,MUNICIPAL,SI,1,CALLE 6 Nº 6-58,7569849,HOSP_SANMARTIN@HOTMAIL.COM,,,
Santander,LA PAZ,E.S.E NUESTRA SEÑORA DE LA PAZ,804015920,CIELO CARYN DIAZ AMADO,MUNICIPAL,SI,1,CL 3 # 2-08,7518020 75180806,eselapaz@yahoo.comeselapaz@gmail.com,,,
Santander,LANDÁZURI,E.S.E HOSPITAL INTEGRADO DE LANDAZURI,890205516,ALBA LUZ SANABRIA CALA,MUNICIPAL,SI,1,BARRIO PUEBLO NUEVO,6242041,hospital.landazuri@gmail.com,,,
Santander,LEBRÍJA,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,890203436,NESTOR ANDRES CAMARGO RIVERA,MUNICIPAL,SI,1,KA 7 NO. 11-20,76566384,eselebrija@yahoo.com-luzhcogri@hotmail.com,,,
Santander,LOS SANTOS,ESE NUESTRA SEÑORA DE LAS NIEVES,900005067,MAGDA LUCIA LOZANO GARCIA,MUNICIPAL,SI,1,CALLE 3 No 3-99,7269596,ESELASNIEVESLOSSANTOS@GMAIL.COM,,,
Santander,MACARAVITA,EMPRESA SOCIAL DEL ESTADO SEÑOR DE LA MISERICORDIA DE MACARAVITA,804008207,,MUNICIPAL,SI,1,Cra 3 N. 4-06,6608559,ESEHOSPITALMACARAVITA@YAHOO.COM,,,
Santander,MÁLAGA,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE GARCIA ROVIRA,900067169,OLGA YAZMIN PRADA RAMIREZ,DEPARTAMENTAL,SI,2,KR 7a No 15-80,0976607449-09767475,hrgarciarovira@yahoo.es,,,
Santander,MATANZA,ESE HOSPITAL SAN RAFAEL DE MATANZA,890210222,SLIM ENRIQUE VALENZUELA PLAZAS,MUNICIPAL,SI,1,CARRERA 6 N 3-01,6298205,hospitalmatanza05@yahoo.com,,,
Santander,MOGOTES,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,890204659,MARTHA CECILIA JAIMES TRILLOS,MUNICIPAL,SI,1,CL. 6 No. 10-11,7279249,gerencia.esehospitalsanpedrocl@gmail.com,,,
Santander,MOLAGAVITA,ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA ESPERANZA MOLAGAVITA,804014810,RODRIGUEZ CARDENAS ANDREA LIZETH,MUNICIPAL,SI,1,CARRERA 3 NO. 1-31,6627004,ESEMOLAGAVITA@HOTMAIL.COM,,,
Santander,OCAMONTE,Empresa Social del Estado de Ocamonte Santander,804015127,CATHERINE PILONIETA LOPEZ,MUNICIPAL,SI,1,KR 3 CON CLL 1 ESQ,7247545,ESEOCAMONTE@GMAIL.COM,,,
Santander,OIBA,ESE HOSPITAL SAN RAFAEL,890203563,ERIK CALA CALA,MUNICIPAL,SI,1,CARRERA 7 Nro 12-83,977173066,esehospsanrafael@gmail.com,,,
Santander,ONZAGA,E.S.E. HOSPITAL INTEGRADO SAN VICENTE DE PAUL,890200965,LILIANA QUINTERO PINTO,MUNICIPAL,SI,1,KR 1 1 - 51,977217723,ONZAGAHOSPITALADM@HOTMAIL.COM,,,
Santander,PALMAR,ESE ANDRES CALA PIMENTEL,804013885,ALIETH MILENA RIVERA MURILLO,MUNICIPAL,SI,1,CL 5 # 3 - 07,7248531,institutosaludpalmar@yahoo.com,,,
Santander,PÁRAMO,E.S.E CENTRO DE SALUD MUNICIPIO DE PARAMO,804014835,JAVIER ALONSO VILLAMIZAR SUAREZ,MUNICIPAL,SI,1,CALLE 4 No. 2 51,7258920,gerencia@eseparamo.gov.co,,,
Santander,PIEDECUESTA,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,900066345,JAIRO AUGUSTO NUÑEZ HARTMANN,DEPARTAMENTAL,SI,1,CARRERA 5 No 5 /59,6650446,gerencia@hospitallocaldepiedecuesta.org,,,
Santander,PINCHOTE,ESE SAN ANTONIO DE PADUA DEL MUNICIPIO DE PINCHOTE,804015047,ERIKA JOHANNA MACIAS SILVA,MUNICIPAL,SI,1,CL 6 No 4-03,977247197,gerencia@esehospitalpinchote.gov.co,,,
Santander,PUENTE NACIONAL,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,890204789,DIVEY YARDANI OVALLE CASTAÑEDA,MUNICIPAL,SI,1,CARRERA 6 # 8-61,3158887504,gerenciapuente@hotmail.com,,,
Santander,PUERTO PARRA,ESE CENTRO DE SALUD PUERTO PARRA,829003945,JANETH YAMILE GARCIA VARGAS,MUNICIPAL,SI,1,calle 8 A N.4-32,6275077,puertoparraese@gmail.com,,,
Santander,PUERTO WILCHES,E.S.E EDMUNDO GERMAN ARIAS DUARTE,890201724,LIANA LIZETH ARIAS PATERNINA,MUNICIPAL,SI,1,CARRERA 3 N°.2-56,6132732,hospitalwilches@gmail.com,,,
Santander,RIONEGRO,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,890204360,ORLANDO ANTONIO MONTOYA TORO,MUNICIPAL,SI,1,Carrera 15 Número 13-14 Barrio La Meseta,6188168-6188169,hospitalrionegro@ahoo.es,,,
Santander,SABANA DE TORRES,CENTRO DE BIENESTAR DEL ADULTO MAYOR Y CENTRO VIDA MARTHA JANETH GALVIS MARTINEZ,890204643,SNEYDER AUGUSTO PINILLA ALVAREZ,MUNICIPAL,SI,1,CARRERA 11 No 21-54/96 BARRIO VEINTE DE JULIO,3183640214,desarrolloeindustria@sabanadetorres-santander.gov.co,,,
Santander,SABANA DE TORRES,E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,800064543,YENNY CAROLINA GALVAN PLATA,DEPARTAMENTAL,SI,1,CALLE 14 # 9 - 50,(7) 6293347,hospitalst@hotmail.com,,,
Santander,SAN ANDRÉS,ESE HOSPITAL SAN JOSE,890203222,DENYSE YINETH JAIMES PEÑA,MUNICIPAL,SI,1,CR 4 No. 10-71,5776624231,sanjosehospital@gmail.com,,,
Santander,SAN BENITO,ESE SAN BENITO,804015069,KENIA BRICEÑO RODRIGUEZ,MUNICIPAL,SI,1,CASCO URBANO - FRENTE AL PARQUE MUNICIPAL,7565462,ESESANBENITO@GMAIL.COM,,,
Santander,SAN GIL,E.S.E. HOSPITAL REGIONAL SAN GIL,900066347,PAULO CESAR PEDRAZA GOMEZ,DEPARTAMENTAL,SI,2,Carrera 5 Nº 9 - 102 Barrio San Juan de Dios,"7243556, 7243557","hregionalsangil@hotmail.com;
hregionalsangil@yahoo.es",,,
Santander,SAN JOAQUÍN,EMPRESA SOCIAL DEL ESTADO HOSPITAL INTEGRADO SAN JOAQUIN,890204672,JULIO CESAR MANTILLA FLOREZ,MUNICIPAL,SI,1,Carrera 5 N°1-44,977159110,hospital_sanjoaquin@hotmail.com,,,
Santander,SAN JOSÉ DE MIRANDA,ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,800125276,JORGE ARMANDO TARAZONA PARADA,MUNICIPAL,SI,1,CALLE 5 NO. 5-08,6626006,hospitalmiranda@gmail.com,,,
Santander,SAN MIGUEL,ESE CENTRO DE SALUD SAN MIGUEL,804017401,WIMER ALEXANDER COTE BARRIOS,MUNICIPAL,SI,1,calle 4 Nº 2-03,6638830,esecesami@hotmail.com,,,
Santander,SANTA BÁRBARA,ESE CENTRO DE SALUD SANTA BARBARA,804008273,MARIA TERESA ORTIZ ZABALA,MUNICIPAL,SI,1,CRA 3 No. 4-98,3143340186,e.s.esantabarbara@hotmail.com,,,
Santander,SANTA HELENA DEL OPÓN,E.S.E. CENTRO DE SALUD JAIME MICHEL,804010718,JULIA MILENA VEGA ALBINO,MUNICIPAL,SI,1,CABECERA MUNICIPAL,7274542,esejaimemichel@yahoo.com,,,
Santander,SIMACOTA,ESE HOSPITAL INTEGRADO SAN ROQUE,890203887,YURI MAYERLY ORTIZ ALVARADO,MUNICIPAL,SI,1,CRA 2 # 4-20,7261504,HOSPITALSIMACOTA@GMAIL.COM,,,
Santander,SOCORRO,ESE HOSPITAL REGIONAL MANUELA BELTRAN,900190045,ARIEL ALFONSO JIMENEZ ESCOBAR,DEPARTAMENTAL,SI,3,CRA 16 No. 9-53,7274000,hospitalhmbsocorro@gmail.com,,,
Santander,SUAITA,ESE HOSPITAL CAICEDO Y FLOREZ,890203373,MARIA CAROLINA PAEZ CASTILLO,MUNICIPAL,SI,1,SUAITA SALIDA A VADORREAL,7580256,gerencia@esehospitalcaicedoyflorezsuaita.gov.co,,,
Santander,SUCRE,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SUCRE,804008746,YEILLY ZULAY PINZON TOVAR,MUNICIPAL,SI,1,Carrera 4 con Calle 7,3124018692,HOSPITALSUCRE@HOTMAIL.COM,,,
Santander,SURATÁ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN SEBASTIAN SURATA,804005751,RICARDO AMADO MENDOZA,MUNICIPAL,SI,1,CRA 4 No. 1-06,3163933276,ram112098@hotmail.com,,,
Santander,TONA,ESE. SAN ISIDRO DEL MUNICIPIO DE TONA,804005695,JOHN JAIRO PIMIENTO GONZALEZ,MUNICIPAL,SI,1,CARRERA 3 Nº 6-35,6277537,esesanisidrotona@hotmail.com,,,
Santander,VALLE DE SAN JOSÉ,ESE HOSPITAL SAN JOSE,890205655,JULIO ERNESTO URIBE DURAN,MUNICIPAL,SI,1,CALLE 3 Nº 2A - 17,7268712,esevallesj@hotmail.com,,,
Santander,VÉLEZ,E.S.E. HOSPITAL REGIONAL DE VELEZ,900067136,ALEXANDER ARIZA GARCIA,DEPARTAMENTAL,SI,2,CALLE 11No. 5 - 114,977565795,hosvelez2011@hotmail.com,,,
Santander,VETAS,E.S.E CENTRO DE SALUD NUESTRA SEÑORA DEL CARMEN,804007078,ADRIANA MARCELA REAL CAPACHO,MUNICIPAL,SI,1,KM 1 VIA AL VOLCAN MUNICIPIO DE VETAS,6297064 - 3134671352,esenusecave@hotmail.com,,,
Santander,VILLANUEVA,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CAMILO RUEDA,804005182,GERMAN EDUARDO MARIN CARDENAS,MUNICIPAL,SI,1,KR 14 N° 15 - 03,097-7166203,esecamilorueda@yahoo.es,,,
Sucre,BUENAVISTA,CENTRO DE SALUD SANTA LUCIA E.S.E.,823002149,MARIA CANDELARIA AMELL MEJIA,MUNICIPAL,SI,1,CARRERA 10 No. 10-39,2901260,esesantalucia@hotmail.com,,,
Sucre,CAIMITO,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,823001943,JUAN CAMILO HUMANEZ DEMOYA,MUNICIPAL,SI,1,CALLE 14 No 9 - 11,2904156,esecensaludcaimito@gmail.com,,,
Sucre,COLOSO,E.S.E CENTRO DE SALUD COLOSO,900206237,ESMERALDA MATILDE BALLESTAS LARIOS,MUNICIPAL,SI,1,KRA 5 No 4A - 21,2499852,ESE_COLOSO@HOTMAIL.COM,,,
Sucre,COROZAL,ESE CENTRO DE SALUD CARTAGENA DE INDIAS COROZAL,823000878,EZEQUIEL ALBERTO DIAZ NAVARRO,MUNICIPAL,SI,1,calle 13 numero 22-30,2 85 77 38,esecgenadeindiascorozal@gmail.com,,,
Sucre,COROZAL,Hospital Regional Nuestra Señora de Las Mercedes de Corozal E.S.E.,890480113,EUGENIA BEATRIZ DIAZ HERNANDEZ,DEPARTAMENTAL,SI,2,CALLE 34 # 31 - 62,2840011,hregcorozal@yahoo.com,,,
Sucre,EL ROBLE,E.S.E CENTRO DE SALUD EL ROBLE,900205773,CINDY DEL CARMEN OLIVA JARABA,DEPARTAMENTAL,SI,1,CALLE PRINCIPAL,3007252206,censaludelroble@hotmail.com,,,
Sucre,GALERAS,E.S.E CENTRO DE SALUD INMACULADA CONCEPCION DE GALERAS SUCRE,823001901,BIBIANA MARIA DIAZ RUIZ,MUNICIPAL,SI,1,CALLE 18 No. 12-31,2893245,,,,
Sucre,GUARANDA,ESE CENTRO DE SALUD DE GUARANDA,823003985,RANDY EDETH GAMARRA AGAMEZ,MUNICIPAL,SI,1,CARRERA 7 CON CALLE 7,2911037,eseguaranda@hotmail.com,,,
Sucre,LA UNIÓN,HOSPITAL LA UNION EMPRESA SOCIAL DEL ESTADO,900008025,ANGEL RAFAEL TEJADA NARANJO,MUNICIPAL,SI,1,AVENIDA NUÑEZ,2919259 - 3156719816,eselaunion@gmail.com,,,
Sucre,LOS PALMITOS,ESE CENTRO DE SALUD DE LOS PALMITOS,823002541,Jorge Andres Meza Gomez,MUNICIPAL,SI,1,CARRERA 11 No 7-25,(5) 2922193,jjairo3@hotmail.com,,,
Sucre,MAJAGUAL,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MAJAGUAL,823002044,JOHEL EMIR DE JESUS MENESES ORDOÑEZ,MUNICIPAL,SI,1,Kilometro 1 Via Guaranda Barrio Guayabalito,2871087,esemajagual@yahoo.com,,,
